City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
586,Narasannapeta,IN,84.7,clear sky,18.4167,84.05,AVK events and catering
588,Kismayo,SO,81.09,broken clouds,-0.3582,42.5454,Agan-Hotel
589,Avera,US,82.54,overcast clouds,33.194,-82.5271,
591,Ishigaki,JP,71.73,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
596,Byron Bay,AU,70.72,scattered clouds,-28.65,153.6167,Backpackers Inn
597,Santa Fe,AR,61.0,overcast clouds,-31.6333,-60.7,Conquistador Hotel
598,Turka,UA,60.46,broken clouds,49.1541,23.0297,Мотель
605,Darhan,MN,60.31,broken clouds,49.4867,105.9228,Buudai Hotel
606,Pervomayskoye,RU,74.79,clear sky,43.919,46.7102,
608,Arkhangelsk,RU,66.31,few clouds,64.5401,40.5433,DVINA HOTEL
610,Hami,CN,73.18,broken clouds,42.8,93.45,Laoyutang Resort
611,Rio Grande,BR,62.94,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
612,Khash,IR,74.12,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
613,Marovoay,MG,79.45,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
614,Teluk Nibung,ID,79.02,overcast clouds,3.001,99.8164,Hotel Assyifa
615,Kuching,MY,79.02,few clouds,1.55,110.3333,Hilton Kuching
617,Moose Factory,CA,68.0,clear sky,51.2585,-80.6094,Moosonee Lilypad
618,Santa Cruz,BO,73.45,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
619,Half Moon Bay,US,62.87,fog,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
620,Maningrida,AU,76.84,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
621,Kearney,US,61.36,overcast clouds,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
623,Santiago De Cao,PE,66.33,clear sky,-7.9589,-79.2392,Casa de la tía
625,Tuy Hoa,VN,78.21,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
626,Oistins,BB,84.29,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
627,Amberley,US,77.95,clear sky,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
628,Isabela,PH,78.85,overcast clouds,6.7085,121.9711,Isawad Resort
629,Tateyama,JP,60.1,light rain,34.9833,139.8667,Tateyama Seaside Hotel
633,Santa Luzia,BR,74.3,overcast clouds,-19.7697,-43.8514,Pousada Chao Earth
637,Tabas,IR,82.33,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
638,Maumere,ID,80.33,broken clouds,-8.6199,122.2111,Sylvia Hotel
641,Siderno,IT,72.86,clear sky,38.2779,16.302,Grand Hotel President
642,Manokwari,ID,78.84,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
647,Luang Prabang,LA,75.67,broken clouds,19.8856,102.1347,The Apsara
648,Edmundston,CA,66.43,overcast clouds,47.3737,-68.3251,Best Western Plus Edmundston Hotel
650,Sibolga,ID,79.48,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
652,Guangyuan,CN,60.91,overcast clouds,32.442,105.823,Guangyuan Poetry Hotel
653,Palaikastron,GR,70.09,clear sky,35.2,26.25,Marina Village
654,Yanam,IN,84.22,clear sky,16.7333,82.2167,The Regency Hotel
655,Caska,MK,81.12,broken clouds,41.6506,21.6622,
656,Pimentel,PE,68.29,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
657,Pitimbu,BR,82.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
660,Romita,MX,75.83,clear sky,20.8667,-101.5167,HOTEL RESTER
661,Arak,IR,78.08,clear sky,34.0917,49.6892,Zagros Hotel
662,Vao,NC,73.44,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
663,Rio Verde De Mato Grosso,BR,76.19,moderate rain,-18.9181,-54.8442,Quedas Palace Hotel
664,Bairiki,KI,80.6,light rain,1.3292,172.9752,Tarawa Boutique Hotel
666,Maroantsetra,MG,74.37,clear sky,-15.4333,49.7333,Annexe Vatsy Hôtel
667,Cuamba,MZ,71.22,broken clouds,-14.8031,36.5372,Hotel Vision
668,Porto-Vecchio,FR,78.46,clear sky,41.591,9.2795,Hôtel Le Goéland - Casa Santini
671,Dali,CN,60.76,broken clouds,25.7,100.1833,Dali Travelling With Hostel
672,Denpasar,ID,80.26,few clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
673,Houston,US,84.94,few clouds,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
674,Coronado,US,80.26,scattered clouds,32.6859,-117.1831,Hilton San Diego Bayfront
679,Chunskiy,RU,61.39,overcast clouds,56.0815,99.6342,Odisseya
682,Tsiroanomandidy,MG,67.71,broken clouds,-18.7667,46.0333,Hotel Ravinala
684,Nola,IT,81.05,scattered clouds,40.922,14.5329,Palazzo Giordano Bruno
685,Cabra,ES,78.28,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
